time,amplitude,sample_rate
0.0,0.9792757444270996,16000
6.25e-05,0.9048147047626324,16000
0.000125,0.6472152854571553,16000
0.0001875,0.20886515166677963,16000
0.00025,-0.0740443493709759,16000
0.0003125,-0.6269770619443911,16000
0.000375,-0.8235657164262378,16000
0.0004375,-1.0859220564155836,16000
0.0005,-0.918634542514772,16000
0.0005625000000000001,-0.7355525339955478,16000
0.000625,-0.4807206274946232,16000
0.0006875,-0.16691183414829888,16000
0.00075,0.22641147844540294,16000
0.0008125000000000001,0.6253706220294135,16000
0.000875,0.8940448509777569,16000
0.0009375,1.0333446139149722,16000
0.001,0.9580403419998876,16000
0.0010625,0.5577063961149898,16000
0.0011250000000000001,0.4007710889489624,16000
0.0011875,-0.027086461017680297,16000
0.00125,-0.5086525530200331,16000
0.0013125,-0.8433988221046236,16000
0.001375,-0.9599543448942792,16000
0.0014375,-0.9763102223798705,16000
0.0015,-0.9228973420490421,16000
0.0015625,-0.5525817023062648,16000
0.0016250000000000001,-0.16039101904668937,16000
0.0016875,0.3000833466980532,16000
0.00175,0.6035443031311777,16000
0.0018125,0.7356503871135088,16000
0.001875,1.0145517935596886,16000
0.0019375,0.8248203567017407,16000
0.002,0.6708185040615098,16000
0.0020625,0.297294271783342,16000
0.002125,0.022637156805420014,16000
0.0021875,-0.4920696235840363,16000
0.0022500000000000003,-0.6767551956373531,16000
0.0023125,-1.0339925513219677,16000
0.002375,-1.136852910430245,16000
0.0024375,-0.8918972290109034,16000
0.0025,-0.686180449854785,16000
0.0025625,-0.12323633673577346,16000
0.002625,0.1484177999983114,16000
0.0026875000000000002,0.6573843561430959,16000
0.00275,0.8353140949692253,16000
0.0028125,1.0172912253209017,16000
0.002875,0.9208173349761823,16000
0.0029375,0.9292601153132087,16000
0.003,0.3532279384693324,16000
0.0030625,-0.18203574928802982,16000
0.003125,-0.35421932186078703,16000
0.0031875000000000002,-0.7880343351987888,16000
0.0032500000000000003,-0.9222232902438914,16000
0.0033125,-1.0032343442514977,16000
0.003375,-0.9275217833237062,16000
0.0034375,-0.6591602095487222,16000
0.0035,-0.23450402262210493,16000
0.0035625,0.12274754175548146,16000
0.003625,0.5239748591729047,16000
0.0036875000000000002,0.7950818602338728,16000
0.00375,1.0997238873385313,16000
0.0038125,1.0640667983136667,16000
0.003875,0.6890855758821353,16000
0.0039375,0.4803092899150869,16000
0.004,0.02788648648273416,16000
0.0040625,-0.41170911595800913,16000
0.004125,-0.9039382811163741,16000
0.0041875,-0.9397575590470075,16000
0.00425,-1.0175740513731975,16000
0.0043125,-0.8175461744618484,16000
0.004375,-0.5977138966103932,16000
0.0044375000000000005,-0.28134010700034345,16000
0.0045000000000000005,0.14534352981809467,16000
0.0045625,0.5468312992407438,16000
0.004625,0.831931663404634,16000
0.0046875,1.0709159570285387,16000
0.00475,0.8937334070383063,16000
0.0048125,0.7927730188423728,16000
0.004875,0.48628410310481773,16000
0.0049375,0.10530027303828132,16000
0.005,-0.2772858432017744,16000
0.0050625,-0.5167772387959,16000
0.005125,-0.8274233052655374,16000
0.0051875,-0.9118687675524307,16000
0.00525,-0.9424165813983165,16000
0.0053125,-0.7255487011855574,16000
0.0053750000000000004,-0.33455173994530174,16000
0.0054375000000000005,0.05999594237747692,16000
0.0055,0.45982429731770974,16000
0.0055625,0.920457086252994,16000
0.005625,0.9971687888039352,16000
0.0056875,0.9376769024520609,16000
0.00575,0.8132189345204411,16000
0.0058125,0.6463323955492752,16000
0.005875,0.26549400158468583,16000
0.0059375,-0.130312711122332,16000
0.006,-0.5399488281183898,16000
0.0060625,-0.9301483741950737,16000
0.006125,-0.8831170289063573,16000
0.0061875,-0.8645824660228587,16000
0.00625,-0.7926528450444011,16000
0.0063125,-0.41621520632645154,16000
0.0063750000000000005,-0.03120278888057497,16000
0.0064375000000000005,0.3346065060051531,16000
0.006500000000000001,0.623246134403391,16000
0.0065625,0.9712716227050507,16000
0.006625,0.893748064782208,16000
0.0066875,0.8574092451634624,16000
0.00675,0.769338541490581,16000
0.0068125,0.3173984066176002,16000
0.006875,-0.09370979085607273,16000
0.0069375,-0.5300109977020455,16000
0.007,-0.9222586221121096,16000
0.0070625,-0.948642783767496,16000
0.007125,-0.944284752271986,16000
0.0071875,-0.7603662128552927,16000
0.00725,-0.5440457277595353,16000
0.0073125,-0.1582418297269847,16000
0.0073750000000000005,0.319439305744699,16000
0.0074375000000000005,0.5519909752735528,16000
0.0075,0.952451006548826,16000
0.0075625,0.9874236283904847,16000
0.007625,0.9556957207799686,16000
0.0076875,0.8775644248558686,16000
0.00775,0.35481452169809363,16000
0.0078125,-0.01910276957851862,16000
0.007875,-0.42492138453987516,16000
0.0079375,-0.893455381746745,16000
0.008,-0.9105353309218316,16000
0.0080625,-1.1596090594951671,16000
0.008125,-0.8148380805700906,16000
0.0081875,-0.6461161274862947,16000
0.00825,-0.2783681600255834,16000
0.0083125,0.17992558289196367,16000
0.008375,0.46711184026366237,16000
0.0084375,0.8373698854805698,16000
0.0085,0.9109696600858972,16000
0.0085625,0.8753526989122842,16000
0.008625,0.7677730275958405,16000
0.0086875,0.5557363549179235,16000
0.00875,0.1280513549407964,16000
0.008812500000000001,-0.3664883217934298,16000
0.008875000000000001,-0.6898712516076567,16000
0.008937500000000001,-0.9538290419179059,16000
0.009000000000000001,-1.0844398692669386,16000
0.0090625,-0.9920156991605871,16000
0.009125,-0.6643769954444462,16000
0.0091875,-0.38618662963916994,16000
0.00925,0.06532644687078656,16000
0.0093125,0.3899563253298157,16000
0.009375,0.8337161304765808,16000
0.0094375,1.0091757345132792,16000
0.0095,1.1000993624173654,16000
0.0095625,0.9478779857647425,16000
0.009625,0.5066029094356297,16000
0.0096875,0.13627153039991177,16000
0.00975,-0.18540904762153235,16000
0.0098125,-0.6453132510870724,16000
0.009875,-0.8417121649728082,16000
0.0099375,-1.0162017677143813,16000
0.01,-0.8959229449437732,16000
0.0100625,-0.7037818537908263,16000
0.010125,-0.47460161039313103,16000
0.0101875,-0.18969718734871124,16000
0.01025,0.41362241194910065,16000
0.0103125,0.6448138338736913,16000
0.010375,0.9183925045907401,16000
0.0104375,0.9903098625327222,16000
0.0105,0.9418395047557223,16000
0.0105625,0.6343263480294714,16000
0.010625,0.2509511083981347,16000
0.0106875,-0.06191665709399859,16000
0.010750000000000001,-0.40482037923916514,16000
0.010812500000000001,-0.7861414264116814,16000
0.010875000000000001,-0.9723208293331822,16000
0.010937500000000001,-1.0744859676915137,16000
0.011,-0.8182726070120017,16000
0.0110625,-0.5365194382564387,16000
0.011125,-0.21385765701546505,16000
0.0111875,0.13039946264869515,16000
0.01125,0.5778034026383713,16000
0.0113125,0.8623702369592059,16000
0.011375,0.9865447916256235,16000
0.0114375,0.8891211329543148,16000
0.0115,0.8013732006758384,16000
0.0115625,0.4841332258815979,16000
0.011625,0.11396673524305881,16000
0.0116875,-0.3273105619314002,16000
0.01175,-0.576795873733074,16000
