time,amplitude,sample_rate
0.0,0.9772635039100197,16000
6.25e-05,1.0132693052117099,16000
0.000125,0.9321147620998111,16000
0.0001875,0.7701533737299593,16000
0.00025,0.9650531275372912,16000
0.0003125,0.8021578534311243,16000
0.000375,0.7495627555183718,16000
0.0004375,0.8224753282785401,16000
0.0005,0.5656715638622244,16000
0.0005625000000000001,0.5197774623447993,16000
0.000625,0.3070188696316983,16000
0.0006875,0.4683670681099492,16000
0.00075,0.09569738590007906,16000
0.0008125000000000001,-0.06168883784557487,16000
0.000875,-0.31883774067242776,16000
0.0009375,-0.14284544545855904,16000
0.001,-0.2716294905837265,16000
0.0010625,-0.44459652041710934,16000
0.0011250000000000001,-0.5490389265582062,16000
0.0011875,-0.6614384834829659,16000
0.00125,-0.5630122001832172,16000
0.0013125,-0.8531331597376752,16000
0.001375,-0.8782355316521843,16000
0.0014375,-1.087209853451665,16000
0.0015,-0.9077009420010653,16000
0.0015625,-0.9874280777434418,16000
0.0016250000000000001,-0.948994124572511,16000
0.0016875,-0.9601187579859414,16000
0.00175,-0.9620291060335949,16000
0.0018125,-1.0226767607408322,16000
0.001875,-0.9782316003326824,16000
0.0019375,-0.8145526834703957,16000
0.002,-0.8483143165632333,16000
0.0020625,-0.6700803153411229,16000
0.002125,-0.6220577279890547,16000
0.0021875,-0.4764096173681114,16000
0.0022500000000000003,-0.5348963129272237,16000
0.0023125,-0.36615509723222756,16000
0.002375,-0.21004737282627667,16000
0.0024375,-0.1628297881893648,16000
0.0025,-0.010592734260279058,16000
0.0025625,0.09969562138232835,16000
0.002625,0.28863670712663847,16000
0.0026875000000000002,0.3964598848603553,16000
0.00275,0.4865875936066546,16000
0.0028125,0.48674363694298417,16000
0.002875,0.6160295847071776,16000
0.0029375,0.690073577582293,16000
0.003,0.9620046622045776,16000
0.0030625,0.7632606267265432,16000
0.003125,0.8391486473552143,16000
0.0031875000000000002,0.9687865078236576,16000
0.0032500000000000003,0.9004123292910167,16000
0.0033125,0.9405900415114591,16000
0.003375,0.9241347535572585,16000
0.0034375,0.7987788320265827,16000
0.0035,0.9336154793699557,16000
0.0035625,0.7439461175070945,16000
0.003625,1.0058873996872917,16000
0.0036875000000000002,0.6995367351612939,16000
